PointNumber          x          y
1111             0.085027      0.543437
1112             0.115028      0.528543
1113             0.106418      0.571217
1114             0.101929      0.481585
1115             0.078478      0.519958
1116             0.073927      0.477755
1117             0.108478      0.505064
1118             0.062201      0.496941
1119             0.096753      0.524250
1120             0.076101      0.609608
1121             0.069869      0.562632
1122             0.056708      0.600260
1123             0.091260      0.590412
1124             0.053592      0.576772
1125             0.088143      0.566925
1126             0.143323      0.575560
1127             0.150266      0.614049
1128             0.128164      0.594755
1129             0.161784      0.582724
1130             0.097847      0.633145
1131             0.135108      0.633245
1132             0.113006      0.613950
1133             0.131636      0.614000
1134             0.198707      0.597054
1135             0.168727      0.621214
1136             0.180245      0.589889
1137             0.165256      0.601969
1138             0.166927      0.672878
1139             0.158134      0.646489
1140             0.019603      0.709634
1141             0.055520      0.708836
1142             0.038996      0.690400
1143             0.034026      0.725073
1144             0.099915      0.731634
1145             0.082290      0.716170
1146             0.087568      0.739740
1147             0.077782      0.651931
1148             0.074913      0.689602
1149             0.058389      0.671165
1150             0.056954      0.690001
1151             0.062873      0.755952
1152             0.069943      0.724276
1153             0.048450      0.740513
1154             0.075220      0.747846
1155             0.051985      0.724675
1156             0.078755      0.732008
1157             0.111851      0.726286
1158             0.118098      0.700126
1159             0.103038      0.718554
1160             0.089718      0.646583
1161             0.110720      0.673558
1162             0.108348      0.646633
1163             0.088283      0.665419
1164             0.158798      0.686316
1165             0.133747      0.686802
1166             0.154402      0.673121
1167             0.145609      0.646732
1168             0.129350      0.673608
1169             0.126978      0.646682
1170             0.150005      0.659927
1171             0.118849      0.660120
1172             0.141876      0.673364
1173             0.085414      0.703090
1174             0.109285      0.692394
1175             0.094226      0.710822
1176             0.086848      0.684254
1177             0.106162      0.705474
1178             0.098784      0.678906
1179             0.114926      0.898012
1180             0.104648      0.881536
1181             0.118860      0.892649
1182             0.126726      0.881922
1183             0.108581      0.876173
1184             0.122793      0.887286
1185             0.124966      0.870055
1186             0.113720      0.884411
1187             0.086076      0.840155
1188             0.095031      0.862251
1189             0.078932      0.851609
1190             0.097866      0.842210
1191             0.064644      0.874516
1192             0.087887      0.873704
1193             0.071788      0.863062
1194             0.083409      0.862657
1195             0.121446      0.846321
1196             0.106821      0.864306
1197             0.123206      0.858188
1198             0.109656      0.844265
1199             0.115893      0.867181
1200             0.102343      0.853258
1201             0.109515      0.751822
1202             0.111091      0.776734
1203             0.097168      0.759928
1204             0.118658      0.756563
1205             0.089168      0.819128
1206             0.104309      0.799169
1207             0.083603      0.804798
1208             0.100958      0.821183
1209             0.072473      0.776140
1210             0.098744      0.784840
1211             0.084820      0.768034
1212             0.078038      0.790469
1213             0.097956      0.772384
1214             0.091173      0.794819
1215             0.136942      0.766043
1216             0.120233      0.781475
1217             0.127800      0.761303
1218             0.119445      0.769019
1219             0.124538      0.825294
1220             0.116099      0.801225
1221             0.112748      0.823238
1222             0.108528      0.811204
1223             0.207371      0.726535
1224             0.191193      0.728948
1225             0.210232      0.718669
1226             0.204582      0.733972
1227             0.215952      0.702937
1228             0.194053      0.721082
1229             0.213092      0.710803
1230             0.202058      0.700989
1231             0.202142      0.719875
1232             0.199005      0.748846
1233             0.188404      0.736385
1234             0.201793      0.741409
1235             0.196493      0.735179
1236             0.174269      0.697093
1237             0.180159      0.719134
1238             0.188163      0.699041
1239             0.191108      0.710061
1240             0.154748      0.751284
1241             0.173652      0.737197
1242             0.011040      0.856197
1243             0.029830      0.837335
1244             0.011040      0.839284
1245             0.023884      0.858520
1246             0.011040      0.805459
1247             0.029830      0.820423
1248             0.011040      0.822372
1249             0.025463      0.798913
1250             0.020435      0.829854
1251             0.071005      0.828806
1252             0.049818      0.828205
1253             0.065440      0.814477
1254             0.063861      0.840260
1255             0.054309      0.785819
1256             0.044253      0.813876
1257             0.039886      0.792366
1258             0.059874      0.800148
1259             0.034858      0.806394
1260             0.054846      0.814177
1261             0.049573      0.863168
1262             0.042674      0.839659
1263             0.036728      0.860844
1264             0.056717      0.851714
1265             0.033279      0.849090
1266             0.053267      0.839960
1267             0.007428      0.913563
1268             0.018996      0.905356
1269             0.007428      0.900553
1270             0.007428      0.874534
1271             0.018996      0.892347
1272             0.007428      0.887543
1273             0.020273      0.876858
1274             0.013212      0.896450
1275             0.041352      0.915124
1276             0.030304      0.905877
1277             0.042888      0.903918
1278             0.045962      0.881505
1279             0.031840      0.894671
1280             0.033117      0.879181
1281             0.044425      0.892711
1282             0.026057      0.885764
1283             0.037364      0.899294
1284             0.169618      0.805384
1285             0.156881      0.801021
1286             0.167473      0.810747
1287             0.163182      0.821474
1288             0.154736      0.806384
1289             0.165328      0.816111
1290             0.153520      0.823551
1291             0.161105      0.808566
1292             0.146600      0.768455
1293             0.149209      0.788711
1294             0.138246      0.776171
1295             0.134197      0.827706
1296             0.145074      0.808462
1297             0.143859      0.825629
1298             0.129977      0.815672
1299             0.149297      0.816006
1300             0.121537      0.791603
1301             0.140854      0.796427
1302             0.129892      0.783887
1303             0.125757      0.803637
1304             0.139550      0.786299
1305             0.135416      0.806049
1306             0.190690      0.776310
1307             0.180622      0.773009
1308             0.192835      0.770589
1309             0.185756      0.783711
1310             0.175887      0.798514
1311             0.175688      0.780410
1312             0.180821      0.791113
1313             0.169519      0.796332
1314             0.180722      0.782061
1315             0.197126      0.759148
1316             0.182767      0.767288
1317             0.194980      0.764868
1318             0.191825      0.752917
1319             0.187801      0.768939
1320             0.152869      0.761585
1321             0.168015      0.768101
1322             0.162321      0.754542
1323             0.154173      0.771713
1324             0.181225      0.740455
1325             0.177467      0.761058
1326             0.186525      0.746686
1327             0.171773      0.747499
1328             0.184646      0.756987
1329             0.169894      0.757800
1330             0.156782      0.791969
1331             0.169319      0.778229
1332             0.163150      0.794151
1333             0.155478      0.781841
1334             0.169419      0.787281
1335             0.161746      0.774971
1336             0.006532      0.950301
1337             0.016306      0.935514
1338             0.006532      0.940294
1339             0.013961      0.946886
1340             0.006532      0.920279
1341             0.016306      0.925507
1342             0.006532      0.930287
1343             0.012316      0.916176
1344             0.011419      0.932900
1345             0.040455      0.921841
1346             0.027614      0.926027
1347             0.036577      0.927913
1348             0.034931      0.917217
1349             0.028820      0.940056
1350             0.023736      0.932099
1351             0.021391      0.943471
1352             0.032699      0.933985
1353             0.018849      0.939493
1354             0.030156      0.930006
1355             0.023883      0.907970
1356             0.022090      0.921403
1357             0.018099      0.912073
1358             0.029407      0.912594
1359             0.017203      0.918790
1360             0.028510      0.919310
1361             0.058710      0.966185
1362             0.054419      0.954475
1363             0.061570      0.962251
1364             0.067291      0.954385
1365             0.057280      0.950542
1366             0.064431      0.958318
1367             0.066074      0.948710
1368             0.059425      0.956397
1369             0.048225      0.926966
1370             0.050924      0.941402
1371             0.044347      0.933038
1372             0.053363      0.930430
1373             0.036591      0.945181
1374             0.047046      0.947474
1375             0.040469      0.939109
1376             0.045697      0.940256
1377             0.063640      0.937359
1378             0.056062      0.944866
1379             0.064857      0.943034
1380             0.058502      0.933895
1381             0.061068      0.946788
1382             0.054713      0.937648
1383             0.054436      0.970461
1384             0.041597      0.967304
1385             0.049502      0.973751
1386             0.052291      0.964606
1387             0.039633      0.980330
1388             0.036663      0.970594
1389             0.044567      0.977040
1390             0.035343      0.980687
1391             0.043082      0.972172
1392             0.010028      0.959703
1393             0.026794      0.963718
1394             0.015606      0.966936
1395             0.017458      0.956288
1396             0.026761      0.981402
1397             0.032372      0.970951
1398             0.031052      0.981045
1399             0.021184      0.974169
1400             0.033857      0.975819
1401             0.023989      0.968944
1402             0.032317      0.949458
1403             0.034224      0.960303
1404             0.024887      0.952873
1405             0.037544      0.950604
1406             0.025841      0.958296
1407             0.048000      0.952896
1408             0.039452      0.961450
1409             0.050145      0.958751
1410             0.042772      0.951750
1411             0.045871      0.963028
1412             0.038498      0.956027
1413             0.033789     -0.174682
1414             0.098077     -0.231369
1415             0.033789     -0.224133
1416             0.072983     -0.164513
1417             0.033789     -0.323036
1418             0.098077     -0.280821
1419             0.033789     -0.273584
1420             0.066114     -0.343964
1421             0.065933     -0.252477
1422             0.215320     -0.316050
1423             0.158587     -0.278492
1424             0.187135     -0.339307
1425             0.130764     -0.385821
1426             0.130402     -0.301749
1427             0.098439     -0.364892
1428             0.158949     -0.362564
1429             0.098258     -0.322857
1430             0.158768     -0.320528
1431             0.151370     -0.144177
1432             0.137271     -0.221201
1433             0.112176     -0.154345
1434             0.105127     -0.192857
1435             0.348894     -0.499580
1436             0.289110     -0.485096
1437             0.247569     -0.370585
1438             0.255335     -0.442097
1439             0.219384     -0.393842
1440             0.179431     -0.577421
1441             0.232622     -0.511043
1442             0.173958     -0.531733
1443             0.163013     -0.440356
1444             0.227150     -0.465355
1445             0.191198     -0.417099
1446             0.168486     -0.486044
1447             0.223267     -0.429598
1448             0.200554     -0.498544
1449             0.373184     -0.476147
1450             0.361979     -0.414797
1451             0.343292     -0.468905
1452             0.426966     -0.322871
1453             0.379907     -0.363705
1454             0.400098     -0.312682
1455             0.271859     -0.347152
1456             0.328204     -0.371799
1457             0.296693     -0.328869
1458             0.275742     -0.382908
1459             0.346362     -0.292304
1460             0.353039     -0.353516
1461             0.373230     -0.302493
1462             0.321528     -0.310587
1463             0.376569     -0.333099
1464             0.324866     -0.341193
1465             0.283508     -0.454421
1466             0.332087     -0.407555
1467             0.313400     -0.461663
1468             0.279625     -0.418665
1469             0.337690     -0.438230
1470             0.303915     -0.395232
1471             0.390218     -0.535812
1472             0.413083     -0.593794
1473             0.365852     -0.692680
1474             0.404961     -0.646084
1475             0.485429     -0.673480
1476             0.444820     -0.639683
1477             0.264550     -0.126948
1478             0.253233     -0.176943
1479             0.236603     -0.127877
1480             0.244658     -0.301606
1481             0.246603     -0.235162
1482             0.269493     -0.283324
1483             0.216292     -0.282828
1484             0.180708     -0.129734
1485             0.225286     -0.177871
1486             0.208656     -0.128805
1487             0.173659     -0.168246
1488             0.230945     -0.152874
1489             0.319162     -0.246759
1490             0.271437     -0.216880
1491             0.294327     -0.265041
1492             0.270465     -0.250102
1493             0.159559     -0.245270
1494             0.218236     -0.216383
1495             0.187926     -0.264049
1496             0.166609     -0.206758
1497             0.217264     -0.249605
1498             0.195948     -0.192315
1499             0.381872     -0.888551
1500             0.398907     -0.839996
1501             0.398606     -0.882509
1502             0.357611     -0.866115
1503             0.470688     -0.856479
1504             0.428512     -0.829305
1505             0.457816     -0.861127
1506             0.432073     -0.870423
1507             0.415640     -0.833953
1508             0.415339     -0.876466
1509             0.444945     -0.865775
1510             0.407123     -0.858231
1511             0.436728     -0.847540
1512             0.361580     -0.740913
1513             0.392143     -0.790783
1514             0.344082     -0.767690
1515             0.309087     -0.821244
1516             0.374645     -0.817560
1517             0.333349     -0.843679
1518             0.326585     -0.794467
1519             0.366128     -0.841838
1520             0.359364     -0.792625
1521             0.165409     -0.758389
1522             0.216517     -0.723553
1523             0.168654     -0.717090
1524             0.199522     -0.770209
1525             0.320241     -0.713518
1526             0.268127     -0.708596
1527             0.302744     -0.740294
1528             0.175144     -0.634491
1529             0.219762     -0.682254
1530             0.171899     -0.675791
1531             0.194208     -0.699672
1532             0.267749     -0.793848
1533             0.250630     -0.735372
1534             0.233636     -0.782028
1535             0.285246     -0.767071
1536             0.225076     -0.752791
1537             0.276687     -0.737833
1538             0.020018      0.027536
1539             0.056764     -0.020327
1540             0.020018     -0.021915
1541             0.054424      0.020357
1542             0.020018     -0.120818
1543             0.056764     -0.069778
1544             0.020018     -0.071367
1545             0.059212     -0.110650
1546             0.038391     -0.045847
1547             0.123237      0.005999
1548             0.091171     -0.027506
1549             0.088831      0.013178
1550             0.128024     -0.026105
1551             0.072798     -0.003574
1552             0.137599     -0.090313
1553             0.095958     -0.059610
1554             0.098405     -0.100481
1555             0.132812     -0.058209
1556             0.077585     -0.085130
1557             0.111991     -0.042858
1558             0.401533     -0.486533
1559             0.447027     -0.445957
1560             0.395931     -0.455858
1561             0.455316     -0.333257
1562             0.464955     -0.394865
1563             0.431786     -0.353675
1564             0.528275     -0.478142
1565             0.489274     -0.443160
1566             0.384726     -0.394509
1567             0.441425     -0.415282
1568             0.390329     -0.425184
1569             0.408256     -0.374092
1570             0.418678     -0.435570
1571             0.436605     -0.384478
1572             0.237356      0.177832
1573             0.231832      0.122347
1574             0.208761      0.164017
1575             0.161720      0.040715
1576             0.206620      0.076642
1577             0.158337      0.072606
1578             0.188578      0.032165
1579             0.302856      0.069062
1580             0.253665      0.086091
1581             0.282668      0.051063
1582             0.151572      0.136388
1583             0.203237      0.108533
1584             0.180167      0.150203
1585             0.154955      0.104497
1586             0.205999      0.136275
1587             0.180787      0.090569
1588             0.242293      0.015065
1589             0.233478      0.068092
1590             0.215435      0.023615
1591             0.262481      0.033064
1592             0.211028      0.050128
1593             0.258073      0.059577
1594             0.472796     -0.297132
1595             0.517395     -0.286488
1596             0.484743     -0.276190
1597             0.508636     -0.234308
1598             0.529342     -0.265546
1599             0.496689     -0.255249
1600             0.507042     -0.270868
1601             0.565060     -0.486658
1602             0.599629     -0.468707
1603             0.546947     -0.519689
1604             0.545292     -0.567801
1605             0.515416     -0.665748
1606             0.534782     -0.616487
1607             0.495112     -0.648849
1608             0.600522     -0.565742
1609             0.563150     -0.583152
1610             0.454503     -0.615053
1611             0.514477     -0.599589
1612             0.474807     -0.631951
1613             0.504795     -0.624219
1614             0.617002     -0.742040
1615             0.597715     -0.703093
1616             0.627692     -0.724770
1617             0.649074     -0.690231
1618             0.608406     -0.685823
1619             0.638383     -0.707500
1620             0.618049     -0.705297
1621             0.526318     -0.688688
1622             0.567487     -0.685309
1623             0.536001     -0.664058
1624             0.555367     -0.614797
1625             0.577170     -0.660679
1626             0.545684     -0.639428
1627             0.556586     -0.662369
1628             0.291887     -0.086913
1629             0.335244     -0.056836
1630             0.286010     -0.064287
1631             0.334819      0.034961
1632             0.349554     -0.016212
1633             0.314631      0.016962
1634             0.405665     -0.095973
1635             0.373170     -0.059856
1636             0.409324     -0.006575
1637             0.374389     -0.030057
1638             0.274256     -0.019036
1639             0.329367     -0.034211
1640             0.280133     -0.041662
1641             0.294444     -0.001037
1642             0.307688     -0.049249
1643             0.321999     -0.008624
1644             0.350029      0.064613
1645             0.395183      0.072743
1646             0.424534      0.023077
1647             0.420018      0.058898
1648             0.363868      0.318015
1649             0.338314      0.286283
1650             0.371770      0.306395
1651             0.387573      0.283154
1652             0.346216      0.274663
1653             0.379672      0.294775
1654             0.358993      0.290529
1655             0.261473      0.221785
1656             0.304182      0.254206
1657             0.261246      0.248752
1658             0.282262      0.218760
1659             0.260792      0.302686
1660             0.303955      0.281173
1661             0.261019      0.275719
1662             0.282601      0.264962
1663             0.323839      0.212712
1664             0.324971      0.251182
1665             0.303050      0.215736
1666             0.303616      0.234971
1667             0.443245     -0.276798
1668             0.428744     -0.225486
1669             0.416377     -0.266609
1670             0.455192     -0.255856
1671             0.421808     -0.135481
1672             0.421598     -0.178380
1673             0.362641     -0.246231
1674             0.401876     -0.215297
1675             0.389509     -0.256420
1676             0.409126     -0.240953
1677             0.479086     -0.213974
1678             0.440691     -0.204545
1679             0.467139     -0.234915
1680             0.447941     -0.230200
1681             0.584181     -0.168955
1682             0.551885     -0.161469
1683             0.577602     -0.149218
1684             0.564444     -0.109744
1685             0.545306     -0.141732
1686             0.571023     -0.129481
1687             0.545477     -0.108498
1688             0.561454     -0.145475
1689             0.507647     -0.203448
1690             0.526374     -0.172967
1691             0.507543     -0.106007
1692             0.526339     -0.140487
1693             0.526510     -0.107253
1694             0.535908     -0.124493
1695             0.680263     -0.340134
1696             0.649342     -0.339480
1697             0.675973     -0.330122
1698             0.667391     -0.310099
1699             0.645052     -0.329468
1700             0.671682     -0.320111
1701             0.660512     -0.329795
1702             0.596990     -0.358246
1703             0.621584     -0.345517
1704             0.422278      0.242125
1705             0.401703      0.223086
1706             0.428785      0.229575
1707             0.416200      0.251064
1708             0.441800      0.204475
1709             0.408210      0.210536
1710             0.435293      0.217025
1711             0.418498      0.220056
1712             0.404043      0.268942
1713             0.395624      0.232025
1714             0.410121      0.260003
1715             0.383364      0.264696
1716             0.405912      0.241545
1717             0.340308      0.198500
1718             0.374379      0.208545
1719             0.340874      0.217735
1720             0.342006      0.256204
1721             0.374945      0.227779
1722             0.362685      0.260450
1723             0.341440      0.236970
1724             0.379155      0.246238
1725             0.357910      0.222757
1726             0.357958      0.336825
1727             0.320584      0.342712
1728             0.343155      0.356562
1729             0.345181      0.320959
1730             0.313550      0.396036
1731             0.305782      0.362449
1732             0.328353      0.376299
1733             0.297310      0.392221
1734             0.324468      0.359505
1735             0.254882      0.321495
1736             0.286226      0.337602
1737             0.258198      0.342528
1738             0.276464      0.310739
1739             0.264831      0.384593
1740             0.289542      0.358634
1741             0.281071      0.388407
1742             0.261515      0.363560
1743             0.293426      0.375428
1744             0.273870      0.350581
1745             0.319627      0.289227
1746             0.307807      0.326846
1747             0.332404      0.305093
1748             0.298045      0.299983
1749             0.326494      0.323902
1750             0.292135      0.318792
1751             0.305305      0.421225
1752             0.281047      0.438016
1753             0.298726      0.440961
1754             0.289066      0.417410
1755             0.285568      0.480435
1756             0.274468      0.457753
1757             0.292147      0.460698
1758             0.266797      0.478256
1759             0.286597      0.449357
1760             0.229255      0.473897
1761             0.255697      0.455574
1762             0.248026      0.476077
1763             0.238365      0.452525
1764             0.261247      0.466915
1765             0.256586      0.409782
1766             0.264808      0.434202
1767             0.272826      0.413596
1768             0.247476      0.431153
1769             0.276937      0.425806
1770             0.251586      0.443363
1771             0.537814     -0.030516
1772             0.504890     -0.022468
1773             0.533166     -0.017036
1774             0.523781     -0.044073
1775             0.523870      0.009923
1776             0.500242     -0.008988
1777             0.528518     -0.003556
1778             0.516704     -0.013012
1779             0.442201     -0.000737
1780             0.473019     -0.012542
1781             0.495716     -0.071187
1782             0.490857     -0.036025
1783             0.509749     -0.057630
1784             0.507319     -0.040049
1785             0.688251     -0.610752
1786             0.673306     -0.592124
1787             0.691970     -0.598667
1788             0.699407     -0.574496
1789             0.677024     -0.580038
1790             0.695688     -0.586581
1791             0.684497     -0.589352
1792             0.630864     -0.563480
1793             0.654176     -0.576366
1794             0.231605      0.652325
1795             0.211264      0.651055
1796             0.227887      0.662551
1797             0.224585      0.635329
1798             0.220450      0.683003
1799             0.207545      0.661281
1800             0.224168      0.672777
1801             0.206555      0.681055
1802             0.217716      0.661916
1803             0.210545      0.601335
1804             0.204244      0.634059
1805             0.217565      0.618332
1806             0.195556      0.613416
1807             0.214415      0.634694
1808             0.178766      0.677159
1809             0.193651      0.659333
1810             0.192661      0.679107
1811             0.174370      0.663965
1812             0.200103      0.670194
1813             0.165577      0.637576
1814             0.189254      0.646139
1815             0.180566      0.625496
1816             0.169973      0.650770
1817             0.192405      0.629777
1818             0.181812      0.655052
1819             0.109772      0.906515
1820             0.089185      0.907045
1821             0.101549      0.913916
1822             0.104633      0.898277
1823             0.085101      0.928719
1824             0.080961      0.914446
1825             0.093325      0.921318
1826             0.080165      0.928156
1827             0.091255      0.914181
1828             0.054880      0.916639
1829             0.070888      0.910420
1830             0.056416      0.905432
1831             0.060018      0.920103
1832             0.059490      0.883019
1833             0.072424      0.899213
1834             0.057953      0.894226
1835             0.071111      0.882613
1836             0.064420      0.902323
1837             0.070294      0.927031
1838             0.076026      0.913884
1839             0.075230      0.927594
1840             0.065156      0.923567
1841             0.078096      0.921020
1842             0.068022      0.916993
1843             0.094354      0.881801
1844             0.084046      0.898807
1845             0.099494      0.890039
1846             0.082733      0.882207
1847             0.094339      0.898542
1848             0.077579      0.890710
1849             0.117861      0.734620
1850             0.136128      0.725128
1851             0.127003      0.739360
1852             0.120984      0.721540
1853             0.164808      0.694649
1854             0.151777      0.711804
1855             0.152283      0.694893
1856             0.167753      0.705670
1857             0.145288      0.748841
1858             0.145270      0.729868
1859             0.136145      0.744101
1860             0.154739      0.741797
1861             0.136137      0.734614
1862             0.127231      0.695380
1863             0.139251      0.712047
1864             0.124108      0.708460
1865             0.139757      0.695136
1866             0.130118      0.716794
1867             0.145767      0.703470
1868             0.173643      0.727711
1869             0.154722      0.722824
1870             0.170698      0.716690
1871             0.164191      0.734754
1872             0.161238      0.714247
1873             0.154731      0.732311
1874             0.358932     -0.531685
1875             0.319222     -0.581411
1876             0.329039     -0.524443
1877             0.370364     -0.560676
1878             0.334565     -0.688552
1879             0.311100     -0.633700
1880             0.354120     -0.665254
1881             0.308509     -0.686092
1882             0.189468     -0.609526
1883             0.262735     -0.607358
1884             0.216064     -0.576337
1885             0.211777     -0.633407
1886             0.269255     -0.509959
1887             0.289330     -0.574169
1888             0.299147     -0.517201
1889             0.242660     -0.543148
1890             0.309185     -0.549306
1891             0.252697     -0.575253
1892             0.393228     -0.618658
1893             0.330655     -0.610402
1894             0.381796     -0.589667
1895             0.373674     -0.641956
1896             0.350509     -0.585539
1897             0.342387     -0.637828
1898             0.256395     -0.681170
1899             0.285043     -0.631239
1900             0.282452     -0.683631
1901             0.234086     -0.657289
1902             0.296776     -0.658665
1903             0.248410     -0.632323
1904             0.402023     -0.512120
1905             0.448497     -0.522716
1906             0.413455     -0.541111
1907             0.424770     -0.491831
1908             0.528765     -0.503729
1909             0.490744     -0.519919
1910             0.509265     -0.486237
1911             0.527937     -0.527784
1912             0.436320     -0.599093
1913             0.459929     -0.551707
1914             0.424888     -0.570102
1915             0.466307     -0.591360
1916             0.436692     -0.546409
1917             0.470264     -0.451255
1918             0.471244     -0.502428
1919             0.447517     -0.471543
1920             0.489764     -0.468746
1921             0.448007     -0.497130
1922             0.490254     -0.494333
1923             0.526282     -0.575896
1924             0.489917     -0.543975
1925             0.527110     -0.551840
1926             0.496295     -0.583628
1927             0.508927     -0.535880
1928             0.478112     -0.567668
1929             0.492119     -0.846780
1930             0.492803     -0.800208
1931             0.511033     -0.833622
1932             0.471031     -0.833193
1933             0.548862     -0.807306
1934             0.511717     -0.787050
1935             0.529947     -0.820464
1936             0.511375     -0.810336
1937             0.502586     -0.712014
1938             0.496292     -0.755286
1939             0.428854     -0.806019
1940             0.471715     -0.786621
1941             0.449942     -0.819606
1942             0.471373     -0.809907
1943             0.288433     -0.114616
1944             0.324882     -0.139945
1945             0.282775     -0.139613
1946             0.310111     -0.099577
1947             0.402211     -0.123676
1948             0.362808     -0.142965
1949             0.385963     -0.105618
1950             0.402106     -0.145126
1951             0.343044     -0.234426
1952             0.343085     -0.179882
1953             0.319182     -0.219487
1954             0.362662     -0.218959
1955             0.271458     -0.189607
1956             0.319223     -0.164942
1957             0.277116     -0.164610
1958             0.295320     -0.204547
1959             0.300999     -0.152278
1960             0.319203     -0.192214
1961             0.353468     -0.069501
1962             0.346560     -0.124907
1963             0.331790     -0.084539
1964             0.369716     -0.087559
1965             0.328336     -0.112242
1966             0.366262     -0.115262
1967             0.401896     -0.188025
1968             0.362703     -0.164415
1969             0.402001     -0.166575
1970             0.382279     -0.203492
1971             0.382404     -0.154770
1972             0.362682     -0.191687
1973             0.336593      0.080205
1974             0.354876      0.119521
1975             0.359170      0.084271
1976             0.333459      0.179903
1977             0.353831      0.152753
1978             0.350494      0.184925
1979             0.404324      0.092401
1980             0.377453      0.123586
1981             0.381747      0.088336
1982             0.368311      0.103928
1983             0.384565      0.194970
1984             0.370867      0.157776
1985             0.367530      0.189948
1986             0.360680      0.171350
1987             0.625880     -0.544983
1988             0.639226     -0.520876
1989             0.624160     -0.472004
1990             0.638652     -0.496549
1991             0.254230      0.188869
1992             0.282452      0.155461
1993             0.275018      0.185845
1994             0.251467      0.161127
1995             0.319729      0.080099
1996             0.304285      0.119204
1997             0.295134      0.088614
1998             0.328871      0.099757
1999             0.316595      0.179797
2000             0.303241      0.152436
2001             0.295807      0.182821
2002             0.326781      0.166222
2003             0.289129      0.169141
2004             0.245943      0.105643
2005             0.279690      0.127718
2006             0.248705      0.133385
2007             0.270539      0.097128
2008             0.265579      0.144423
2009             0.287412      0.108166
2010             0.347154      0.139073
2011             0.313427      0.138862
2012             0.338012      0.119415
2013             0.336968      0.152648
2014             0.321149      0.119310
2015             0.320104      0.152542
2016             0.659550     -0.674624
2017             0.639835     -0.639003
2018             0.666129     -0.656532
2019             0.639216     -0.672420
2020             0.679287     -0.620347
2021             0.646414     -0.620910
2022             0.672708     -0.638439
2023             0.671814     -0.611033
2024             0.656271     -0.638721
2025             0.621900     -0.573076
2026             0.627284     -0.605153
2027             0.603214     -0.581780
2028             0.633556     -0.579519
2029             0.565843     -0.599190
2030             0.608599     -0.613858
2031             0.584528     -0.590485
2032             0.576745     -0.622131
2033             0.605906     -0.597819
2034             0.598548     -0.668013
2035             0.619501     -0.636799
2036             0.618882     -0.670216
2037             0.587647     -0.645072
2038             0.629358     -0.654609
2039             0.598123     -0.629465
2040             0.656869     -0.592405
2041             0.638941     -0.611596
2042             0.664342     -0.601719
2043             0.645212     -0.585962
2044             0.655378     -0.611315
2045             0.636248     -0.595558
2046             0.470419     -0.314713
2047             0.510265     -0.339233
2048             0.475239     -0.345517
2049             0.492719     -0.309391
2050             0.571066     -0.361331
2051             0.543814     -0.354772
2052             0.484878     -0.407125
2053             0.515085     -0.370037
2054             0.480058     -0.376321
2055             0.495162     -0.357777
2056             0.537318     -0.298747
2057             0.532565     -0.333911
2058             0.515018     -0.304069
2059             0.512642     -0.321651
2060             0.551086     -0.475535
2061             0.557707     -0.435338
2062             0.531585     -0.458044
2063             0.568370     -0.466560
2064             0.578774     -0.377268
2065             0.566936     -0.402583
2066             0.565148     -0.373989
2067             0.492585     -0.423061
2068             0.538207     -0.417847
2069             0.512085     -0.440553
2070             0.507688     -0.404517
2071             0.534896     -0.437945
2072             0.602940     -0.448609
2073             0.574992     -0.426363
2074             0.585655     -0.457584
2075             0.571681     -0.446461
2076             0.537895     -0.367430
2077             0.553310     -0.399303
2078             0.551522     -0.370709
2079             0.522792     -0.385973
2080             0.559229     -0.386646
2081             0.530499     -0.401910
2082             0.592644     -0.184481
2083             0.577274     -0.208048
2084             0.600546     -0.195172
2085             0.576496     -0.180738
2086             0.616350     -0.216553
2087             0.585176     -0.218739
2088             0.608448     -0.205862
2089             0.592861     -0.206955
2090             0.516110     -0.218974
2091             0.551762     -0.219546
2092             0.526463     -0.234593
2093             0.525473     -0.203734
2094             0.547168     -0.265832
2095             0.562115     -0.235165
2096             0.536815     -0.250213
2097             0.544289     -0.234879
2098             0.544200     -0.173253
2099             0.561126     -0.204305
2100             0.560348     -0.176995
2101             0.534837     -0.188493
2102             0.568811     -0.192522
2103             0.543300     -0.204019
2104             0.435155     -0.124286
2105             0.461638     -0.144796
2106             0.454213     -0.117970
2107             0.435050     -0.145736
2108             0.492433     -0.202779
2109             0.480731     -0.170960
2110             0.473235     -0.198064
2111             0.501796     -0.187539
2112             0.492329     -0.105338
2113             0.480696     -0.138480
2114             0.473271     -0.111654
2115             0.501727     -0.122578
2116             0.467454     -0.128225
2117             0.434840     -0.188635
2118             0.461533     -0.166246
2119             0.434945     -0.167186
2120             0.454037     -0.193350
2121             0.448291     -0.155991
2122             0.467384     -0.182155
2123             0.520523     -0.157058
2124             0.490094     -0.155720
2125             0.511160     -0.172298
2126             0.511125     -0.139818
2127             0.495945     -0.171629
2128             0.495911     -0.139149
2129             0.510434      0.054958
2130             0.488539      0.043164
2131             0.514010      0.044589
2132             0.521161      0.023851
2133             0.492115      0.032795
2134             0.517585      0.034220
2135             0.509347      0.014395
2136             0.503062      0.038692
2137             0.439492      0.013191
2138             0.464892      0.029242
2139             0.437234      0.031102
2140             0.454901      0.007289
2141             0.432718      0.066923
2142             0.462634      0.047153
2143             0.434976      0.049013
2144             0.449934      0.039127
2145             0.485719     -0.004516
2146             0.480301      0.023339
2147             0.497533      0.004940
2148             0.470310      0.001386
2149             0.494824      0.018867
